Account_ID,Age,Marital_Status,Dependents,Client_Industry,Residency_Zip,State,Account_Status,Annual_Income,Liquidity_Needs,Investment_Experience,Risk_Tolerance,Investment_Goals,Time_Horizon,Exclusions,SRI_Preferences,Tax_Status
164019b5daff,29,Married,0,Transaction & Payment Processing Services,67201,KS,True,521661,Immediate (0-3 months),Sophisticated,Aggressive,Income,Short-term,Exclude Sector: Energy,No specific preference,Tax-deferred
802f12e64ab7,36,Married,0,Health Care Technology,89101,NV,True,1754805,Short-Term (3-12 months),Sophisticated,Aggressive,Philanthropy,Medium-term,Exclude Industry: Health Care Facilities,No specific preference,Taxable
fb5e49111757,39,Married,1,Retail REITs,25302,WV,True,179253,Medium-Term (1-5 years),Moderate,Moderate,Philanthropy,Medium-term,None,Prefer ESG: Molina Healthcare (MOH),Tax-deferred
0fd39fb1df1a,56,Married,1,Automobile Manufacturers,40204,KY,True,168359,Medium-Term (1-5 years),Professional,Moderate,Retirement,Long-term,Exclude Industry: Semiconductors,Prefer ESG in: Brewers,Taxable
5240069c44a3,49,Single,4,Fertilizers & Agricultural Chemicals,82010,WY,False,257118,Long-Term (5+ years),Sophisticated,Conservative,Income,Short-term,Exclude Company: Pinnacle West Capital (PNW),Prefer ESG: Apple Inc. (AAPL),Tax-deferred
b6fd768caf31,38,Married,1,Electronic Manufacturing Services,04104,ME,True,263050,Medium-Term (1-5 years),Limited,Moderate,Retirement,Medium-term,Exclude Company: Tesla  Inc. (TSLA),No specific preference,Taxable
53c85bb7a6c1,62,Married,2,Leisure Products,57103,SD,False,378439,Short-Term (3-12 months),Moderate,Conservative,Retirement,Medium-term,Exclude Sector: Energy,No specific preference,Tax-deferred
f63d042d667e,59,Married,3,Household Products,50301,IA,False,1244756,Immediate (0-3 months),Professional,Aggressive,Education,Short-term,Exclude Sector: Financials,Prefer ESG in: Life & Health Insurance,Tax-deferred
9e80b81428fe,37,Married,2,Home Improvement Retail,29204,SC,True,211485,Immediate (0-3 months),Limited,Conservative,Income,Medium-term,Exclude Industry: Publishing,No specific preference,Taxable
f9d7d3137d1b,24,Single,1,Independent Power Producers & Energy Traders,02104,MA,True,703894,Immediate (0-3 months),Limited,Aggressive,Education,Long-term,None,No specific preference,Tax-deferred
e9a775b52055,23,Single,1,Construction & Engineering,08602,NJ,True,707969,Short-Term (3-12 months),Moderate,Aggressive,Education,Long-term,None,Prefer ESG: Molina Healthcare (MOH),Tax-deferred
0acc3bfcfdca,25,Married,1,Retail REITs,84101,UT,True,331559,Long-Term (5+ years),Sophisticated,Aggressive,Income,Long-term,Exclude Industry: Apparel Retail,Prefer ESG in: Multi-Sector Holdings,Taxable
3211e5a547ab,51,Single,1,Semiconductor Materials & Equipment,83702,ID,True,284754,Immediate (0-3 months),None,Aggressive,Education,Medium-term,Exclude Industry: Cargo Ground Transportation,Prefer ESG in: Communication Services,Tax-deferred
cd0e3ef48c09,72,Single,1,Apparel Retail,96807,HI,True,164017,Long-Term (5+ years),Sophisticated,Moderate,Income,Long-term,None,Prefer ESG in: Human Resource & Employment Services,Tax-deferred
f159553c4d64,55,Married,4,Pharmaceuticals,07104,NJ,True,595321,Medium-Term (1-5 years),Limited,Conservative,Income,Long-term,"Exclude Industry: Hotels, Resorts & Cruise Lines",No specific preference,Tax-deferred
d31e0abccbe9,41,Married,4,Oil & Gas Storage & Transportation,26501,WV,False,175449,Long-Term (5+ years),Moderate,Aggressive,Philanthropy,Medium-term,Exclude Company: Waters Corporation (WAT),Prefer ESG in: Movies & Entertainment,Taxable
bc6e5492d34e,73,Married,4,Data Processing & Outsourced Services,19801,DE,True,936748,Short-Term (3-12 months),Moderate,Conservative,Retirement,Short-term,Exclude Company: DTE Energy (DTE) | Take Two Interactive (TTWO) | Extra Space Storage (EXR),Prefer ESG in: Integrated Oil & Gas,Taxable
6fbebe92494e,34,Single,2,Retail REITs,25301,WV,False,344360,Long-Term (5+ years),Experienced,Aggressive,Education,Long-term,Exclude Company: Interpublic Group of Companies (The) (IPG) | Weyerhaeuser (WY) | Equinix (EQIX),Prefer ESG: EOG Resources (EOG),Taxable
3070ca092a7f,76,Married,2,Advertising,39204,MS,False,650509,Short-Term (3-12 months),Moderate,Conservative,Philanthropy,Long-term,Exclude Industry: Systems Software,Prefer ESG in: Aerospace & Defense,Taxable
63fd7a0e767d,72,Single,2,Consumer Staples Merchandise Retail,64101,MO,False,522255,Long-Term (5+ years),Experienced,Conservative,Philanthropy,Short-term,Exclude Company: BXP  Inc. (BXP) | Abbott Laboratories (ABT),Prefer ESG: Uber (UBER),Tax-deferred
20058959eb17,57,Single,4,Environmental & Facilities Services,58502,ND,True,606829,Short-Term (3-12 months),None,Aggressive,Income,Medium-term,Exclude Industry: Electric Utilities,Prefer ESG in: Energy,Taxable
402c7d2bf8dc,65,Married,3,Tobacco,55101,MN,True,615440,Medium-Term (1-5 years),Limited,Conservative,Education,Short-term,Exclude Company: Hilton Worldwide (HLT) | Tesla  Inc. (TSLA),Prefer ESG: Interpublic Group of Companies (The) (IPG),Taxable
6c5ed671d0bd,36,Married,2,Financial Exchanges & Data,19104,PA,True,1676719,Short-Term (3-12 months),Limited,Conservative,Retirement,Medium-term,None,No specific preference,Tax-deferred
b4b735738236,74,Married,2,Building Products,90213,CA,True,319801,Short-Term (3-12 months),Sophisticated,Moderate,Philanthropy,Short-term,None,Prefer ESG in: Health Care,Tax-deferred
a43e356b4803,76,Married,1,Consumer Staples Merchandise Retail,28205,NC,True,802484,Medium-Term (1-5 years),Experienced,Conservative,Philanthropy,Medium-term,Exclude Industry: Retail REITs,No specific preference,Tax-deferred
f8aa340c4e23,44,Married,1,Diversified Banks,49502,MI,True,460493,Medium-Term (1-5 years),None,Conservative,Retirement,Short-term,None,Prefer ESG: Abbott Laboratories (ABT),Tax-deferred
0cae5203a18c,35,Married,4,Distributors,10006,NY,True,217534,Long-Term (5+ years),Professional,Conservative,Retirement,Short-term,Exclude Industry: Electronic Equipment & Instruments,Prefer ESG in: Consumer Discretionary,Taxable
f897dc6a445b,71,Married,3,Biotechnology,94102,CA,True,217519,Medium-Term (1-5 years),Experienced,Moderate,Retirement,Medium-term,Exclude Industry: Automotive Parts & Equipment,Prefer ESG in: Passenger Airlines,Taxable
ed7cb5c2669d,26,Married,1,Fertilizers & Agricultural Chemicals,87105,NM,True,552288,Immediate (0-3 months),Moderate,Conservative,Education,Short-term,Exclude Industry: Oil & Gas Equipment & Services,Prefer ESG: Occidental Petroleum (OXY),Taxable
f8d4b8d0b709,34,Married,2,Movies & Entertainment,37202,TN,True,1330750,Immediate (0-3 months),Experienced,Moderate,Philanthropy,Short-term,None,Prefer ESG in: Interactive Home Entertainment,Taxable
c0d887877b82,40,Single,0,Consumer Electronics,40202,KY,True,180823,Medium-Term (1-5 years),Experienced,Conservative,Retirement,Medium-term,None,No specific preference,Tax-deferred
0d1d901ca95c,40,Single,4,Cable & Satellite,97204,OR,True,285573,Short-Term (3-12 months),None,Aggressive,Philanthropy,Medium-term,Exclude Sector: Consumer Discretionary,Prefer ESG in: Internet Services & Infrastructure,Tax-deferred
3dbaf82b970a,35,Married,0,Soft Drinks & Non-alcoholic Beverages,05601,VT,True,1189060,Medium-Term (1-5 years),Moderate,Moderate,Education,Medium-term,Exclude Sector: Financials,Prefer ESG in: Financials,Taxable
e45991b9f027,63,Single,0,Water Utilities,57105,SD,True,542107,Short-Term (3-12 months),Experienced,Moderate,Education,Long-term,Exclude Company: Weyerhaeuser (WY),Prefer ESG: Coterra (CTRA),Taxable
6372d71b1d8c,21,Single,0,Telecom Tower REITs,01701,MA,True,1615422,Medium-Term (1-5 years),Moderate,Moderate,Retirement,Short-term,Exclude Industry: Diversified Banks,Prefer ESG in: Communication Services,Taxable
1a7eefd2019e,66,Married,4,Agricultural Products & Services,80202,CO,True,1271604,Long-Term (5+ years),Experienced,Conservative,Education,Long-term,Exclude Company: Avery Dennison (AVY) | Advanced Micro Devices (AMD),Prefer ESG: Alphabet Inc. (Class A) (GOOGL),Taxable
1dec3a301b4b,51,Single,4,Industrial Machinery & Supplies & Components,74102,OK,True,110465,Immediate (0-3 months),Limited,Aggressive,Income,Long-term,Exclude Industry: Multi-Sector Holdings,No specific preference,Tax-deferred
2216f9f4be9b,22,Single,1,Restaurants,78702,TX,True,853634,Immediate (0-3 months),Moderate,Moderate,Income,Short-term,Exclude Sector: Real Estate,Prefer ESG in: Human Resource & Employment Services,Tax-deferred
6c15143c1598,21,Single,2,Gas Utilities,70112,LA,True,223600,Medium-Term (1-5 years),Experienced,Aggressive,Income,Medium-term,Exclude Industry: Gas Utilities,No specific preference,Tax-deferred
677b3b3db3c6,65,Married,2,Automotive Retail,19905,DE,True,100722,Medium-Term (1-5 years),Moderate,Conservative,Education,Medium-term,Exclude Industry: Other Specialized REITs,No specific preference,Taxable
504dea6dfd2f,50,Single,2,Regional Banks,90214,CA,True,733142,Long-Term (5+ years),Experienced,Conservative,Income,Medium-term,Exclude Sector: Utilities,No specific preference,Tax-deferred
74b2c59d0298,35,Married,1,Commodity Chemicals,46201,IN,True,150744,Immediate (0-3 months),Professional,Conservative,Education,Long-term,Exclude Sector: Communication Services,No specific preference,Taxable
4b771f1609ac,36,Single,0,Office REITs,80202,CO,True,383323,Medium-Term (1-5 years),Professional,Conservative,Retirement,Short-term,Exclude Sector: Consumer Discretionary,No specific preference,Tax-deferred
28a23a85e74c,67,Single,3,Electronic Components,68104,NE,True,461931,Medium-Term (1-5 years),Professional,Moderate,Retirement,Long-term,None,No specific preference,Taxable
be55510b1f5c,42,Married,0,Life Sciences Tools & Services,83001,WY,True,205366,Immediate (0-3 months),Moderate,Conservative,Philanthropy,Long-term,None,Prefer ESG in: Paper & Plastic Packaging Products & Materials,Taxable
774e55b278a7,28,Single,1,Retail REITs,54602,WI,True,451074,Long-Term (5+ years),Limited,Conservative,Income,Long-term,Exclude Sector: Real Estate,Prefer ESG: ExxonMobil (XOM),Tax-deferred
d8ad5463626d,51,Single,1,Asset Management & Custody Banks,89102,NV,True,239645,Long-Term (5+ years),None,Conservative,Philanthropy,Short-term,None,No specific preference,Tax-deferred
86c4d127fdcb,45,Married,2,Automotive Retail,19104,PA,True,1668006,Short-Term (3-12 months),Sophisticated,Aggressive,Retirement,Medium-term,Exclude Company: Abbott Laboratories (ABT) | Occidental Petroleum (OXY),Prefer ESG in: Financials,Tax-deferred
34a59debb69d,33,Single,2,Construction Materials,73102,OK,True,1468234,Immediate (0-3 months),Moderate,Moderate,Education,Medium-term,Exclude Sector: Financials,Prefer ESG: Everest Group (EG),Tax-deferred
541236571441,71,Married,0,Specialized Consumer Services,96806,HI,True,102214,Short-Term (3-12 months),Sophisticated,Moderate,Income,Long-term,Exclude Company: Hilton Worldwide (HLT),Prefer ESG in: Interactive Media & Services,Tax-deferred
ccf35675036f,72,Single,0,Drug Retail,78702,TX,False,571012,Short-Term (3-12 months),Sophisticated,Aggressive,Income,Long-term,None,Prefer ESG in: Personal Care Products,Tax-deferred
0c497862792e,75,Married,1,Data Center REITs,07105,NJ,True,122290,Short-Term (3-12 months),Experienced,Moderate,Philanthropy,Short-term,"Exclude Industry: Hotels, Resorts & Cruise Lines",Prefer ESG: Ford Motor Company (F),Taxable
61d22ff9fed4,67,Single,0,Biotechnology,47902,IN,True,1990002,Immediate (0-3 months),Experienced,Conservative,Education,Medium-term,None,No specific preference,Tax-deferred
f3862e2147a1,73,Single,0,Publishing,03054,NH,True,883563,Short-Term (3-12 months),Experienced,Conservative,Retirement,Long-term,None,Prefer ESG: Mondelez International (MDLZ),Taxable
40556de8af6e,37,Married,4,Health Care Facilities,85003,AZ,True,503922,Short-Term (3-12 months),Experienced,Aggressive,Income,Short-term,Exclude Company: Ford Motor Company (F) | Alphabet Inc. (Class A) (GOOGL) | BXP  Inc. (BXP),No specific preference,Taxable
4d56084b3a18,24,Single,2,Household Products,47901,IN,True,144139,Long-Term (5+ years),Sophisticated,Moderate,Income,Medium-term,Exclude Sector: Real Estate,Prefer ESG in: Consumer Discretionary,Taxable
d44ad05b3c26,22,Single,1,Commodity Chemicals,89102,NV,True,129715,Immediate (0-3 months),Professional,Aggressive,Education,Long-term,None,Prefer ESG in: Consumer Discretionary,Tax-deferred
5a9c8f6679ce,42,Single,4,Integrated Telecommunication Services,53205,WI,True,369739,Medium-Term (1-5 years),Sophisticated,Moderate,Income,Short-term,Exclude Industry: Health Care Facilities,Prefer ESG in: Real Estate,Tax-deferred
bd3fbe984d8c,22,Single,2,Gas Utilities,64102,MO,True,707021,Medium-Term (1-5 years),Moderate,Moderate,Education,Medium-term,Exclude Sector: Financials,Prefer ESG in: Managed Health Care,Tax-deferred
f4b92bcf4833,51,Single,4,Health Care Technology,04401,ME,True,163419,Immediate (0-3 months),Moderate,Conservative,Income,Medium-term,None,No specific preference,Tax-deferred
904f774d4eea,40,Single,3,Life & Health Insurance,74102,OK,True,108115,Medium-Term (1-5 years),None,Aggressive,Retirement,Medium-term,Exclude Company: Ford Motor Company (F) | Seagate Technology (STX),Prefer ESG in: Information Technology,Taxable
7b834f91edc5,44,Married,3,Health Care Facilities,97204,OR,True,677536,Short-Term (3-12 months),Moderate,Aggressive,Education,Short-term,Exclude Industry: Application Software,Prefer ESG in: Materials,Taxable
9387db24694e,32,Single,3,Household Products,52802,IA,False,193686,Short-Term (3-12 months),Limited,Moderate,Income,Short-term,Exclude Industry: Life & Health Insurance,No specific preference,Tax-deferred
666640f5c9d5,72,Married,3,Footwear,26502,WV,True,1115080,Long-Term (5+ years),Experienced,Conservative,Income,Long-term,Exclude Industry: Transaction & Payment Processing Services,No specific preference,Taxable
00742fff3011,35,Married,4,Telecom Tower REITs,96807,HI,True,1243490,Short-Term (3-12 months),Limited,Conservative,Income,Short-term,Exclude Sector: Information Technology,Prefer ESG in: Telecom Tower REITs,Tax-deferred
b5e55ae9f576,56,Married,4,Transaction & Payment Processing Services,57501,SD,False,153897,Immediate (0-3 months),Limited,Conservative,Education,Long-term,Exclude Company: Abbott Laboratories (ABT) | Uber (UBER) | CF Industries (CF),No specific preference,Tax-deferred
523d137e7222,55,Single,0,Other Specialized REITs,89102,NV,True,430635,Short-Term (3-12 months),Experienced,Conservative,Income,Medium-term,None,Prefer ESG in: Financials,Taxable
084bf885c4ba,77,Married,2,Cargo Ground Transportation,67201,KS,True,221616,Short-Term (3-12 months),Sophisticated,Aggressive,Philanthropy,Short-term,Exclude Industry: Health Care Equipment,Prefer ESG: T. Rowe Price (TROW),Taxable
32a3641b299c,45,Single,4,Integrated Oil & Gas,97203,OR,True,264552,Medium-Term (1-5 years),Sophisticated,Conservative,Education,Long-term,Exclude Sector: Materials,Prefer ESG in: Energy,Tax-deferred
b90bb517e678,47,Single,1,Hotel & Resort REITs,19904,DE,True,518426,Long-Term (5+ years),Limited,Aggressive,Income,Medium-term,Exclude Industry: Automotive Retail,Prefer ESG in: Information Technology,Tax-deferred
ffc0314f1b9d,71,Married,0,Broadline Retail,27601,NC,False,842523,Long-Term (5+ years),Experienced,Moderate,Education,Short-term,Exclude Industry: Trading Companies & Distributors,Prefer ESG in: Real Estate,Tax-deferred
7afabad246f3,43,Married,1,Application Software,98101,WA,True,543932,Immediate (0-3 months),Limited,Conservative,Retirement,Long-term,Exclude Sector: Materials,Prefer ESG: Weyerhaeuser (WY),Taxable
8b4504a0ff35,31,Single,3,Regional Banks,03104,NH,True,1649526,Short-Term (3-12 months),Sophisticated,Moderate,Income,Medium-term,None,Prefer ESG: Everest Group (EG),Tax-deferred
21289c1e14e2,43,Married,2,Retail REITs,43202,OH,True,1676524,Medium-Term (1-5 years),Moderate,Aggressive,Education,Long-term,Exclude Industry: Construction Machinery & Heavy Transportation Equipment,No specific preference,Tax-deferred
443897d58ae6,71,Married,1,Health Care REITs,89702,NV,True,221233,Long-Term (5+ years),Moderate,Conservative,Income,Medium-term,Exclude Sector: Real Estate,No specific preference,Tax-deferred
95deb64bbbe2,21,Married,1,Regional Banks,73101,OK,True,285639,Medium-Term (1-5 years),Moderate,Conservative,Education,Medium-term,Exclude Industry: Distributors,No specific preference,Taxable
72aad660ea98,32,Married,3,Human Resource & Employment Services,44105,OH,True,1053045,Short-Term (3-12 months),Moderate,Moderate,Income,Medium-term,None,No specific preference,Taxable
92db8d7e098a,44,Single,0,Electronic Equipment & Instruments,05401,VT,True,131646,Immediate (0-3 months),Moderate,Moderate,Retirement,Medium-term,Exclude Industry: Real Estate Services,Prefer ESG: CME Group (CME),Tax-deferred
48906a763853,32,Single,1,Property & Casualty Insurance,55401,MN,True,472404,Long-Term (5+ years),Professional,Aggressive,Education,Short-term,Exclude Industry: Consumer Staples Merchandise Retail,Prefer ESG in: Home Furnishings,Taxable
7c2ee91fb49f,54,Single,0,Distributors,30301,GA,True,197171,Long-Term (5+ years),Limited,Moderate,Education,Long-term,Exclude Sector: Information Technology,Prefer ESG in: Independent Power Producers & Energy Traders,Taxable
3a61ee8c9094,60,Married,1,Electronic Components,57102,SD,True,165804,Long-Term (5+ years),Professional,Moderate,Retirement,Long-term,Exclude Sector: Health Care,No specific preference,Tax-deferred
